None,region_id,region_type,region
76631,2443,county,"Montcalm County;MI;Grand Rapids-Kentwood, MI"
76638,2442,county,Montague County;TX;nan
76646,2441,county,"Monmouth County;NJ;New York-Newark-Jersey City, NY-NJ-PA"
76653,2440,county,"Moniteau County;MO;Jefferson City, MO"
76654,244,county,"Lynn County;TX;Lubbock, TX"
76665,2439,county,Mitchell County;TX;nan
76677,2438,county,Mitchell County;NC;nan
76687,2437,county,Mitchell County;KS;nan
76696,2436,county,Mitchell County;IA;nan
76703,2435,county,Mitchell County;GA;nan
76714,2434,county,"Missoula County;MT;Missoula, MT"
76726,2433,county,"Minidoka County;ID;Burley, ID"
76739,2432,county,"Metcalfe County;KY;Glasgow, KY"
76759,2430,county,McMullen County;TX;nan
76760,243,county,"Luna County;NM;Deming, NM"
76768,2429,county,"McLennan County;TX;Waco, TX"
76776,2428,county,"McKinley County;NM;Gallup, NM"
76786,2427,county,McKenzie County;ND;nan
76801,2426,county,McIntosh County;OK;nan
76813,2425,county,McIntosh County;ND;nan
76820,2424,county,"McIntosh County;GA;Brunswick, GA"
76829,2423,county,"McDuffie County;GA;Augusta-Richmond County, GA-SC"
76841,2422,county,McDowell County;WV;nan
76851,2421,county,"McDowell County;NC;Marion, NC"
76858,2420,county,McDonald County;MO;nan
76859,242,county,Luce County;MI;nan
76868,2419,county,McCreary County;KY;nan
76882,2417,county,"Maverick County;TX;Eagle Pass, TX"
76892,2416,county,"Marshall County;WV;Wheeling, WV-OH"
76904,2415,county,"Marshall County;TN;Lewisburg, TN"
76915,2414,county,Marshall County;SD;nan
76923,2413,county,Marshall County;OK;nan
76932,2412,county,"Marshall County;MS;Memphis, TN-MS-AR"
76943,2411,county,Marshall County;MN;nan
76951,2410,county,Marshall County;KY;nan
76952,241,county,"Love County;OK;Ardmore, OK"
76958,2409,county,Marshall County;KS;nan
76967,2408,county,"Marshall County;IN;Plymouth, IN"
76976,2407,county,"Marshall County;IL;Peoria, IL"
76984,2406,county,"Marshall County;IA;Marshalltown, IA"
76993,2405,county,"Marshall County;AL;Albertville, AL"
77006,2404,county,"Marlboro County;SC;Bennettsville, SC"
77010,2403,county,Mariposa County;CA;nan
77021,2402,county,"Maricopa County;AZ;Phoenix-Mesa-Chandler, AZ"
77025,2401,county,"Marathon County;WI;Wausau-Weston, WI"
77031,2400,county,Manistee County;MI;nan
77032,240,county,Loup County;NE;nan
77039,2399,county,"Mahoning County;OH;Youngstown-Warren-Boardman, OH-PA"
77049,2398,county,Mahnomen County;MN;nan
77055,2397,county,Magoffin County;KY;nan
77064,2396,county,"Macoupin County;IL;St. Louis, MO-IL"
77072,2395,county,Mackinac County;MI;nan
77078,2394,county,"Lycoming County;PA;Williamsport, PA"
77090,2392,county,Live Oak County;TX;nan
77099,2391,county,Lipscomb County;TX;nan
77112,2390,county,"Leelanau County;MI;Traverse City, MI"
77113,239,county,"Long County;GA;Hinesville, GA"
77123,2389,county,"Le Sueur County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
77137,2388,county,"Lawrence County;TN;Lawrenceburg, TN"
77145,2387,county,"Lawrence County;SD;Spearfish, SD"
77156,2386,county,"Lawrence County;PA;New Castle, PA"
77165,2385,county,"Lawrence County;OH;Huntington-Ashland, WV-KY-OH"
77174,2384,county,Lawrence County;MS;nan
77188,2383,county,Lawrence County;MO;nan
77196,2382,county,Lawrence County;KY;nan
77206,2381,county,"Lawrence County;IN;Bedford, IN"
77216,2380,county,Lawrence County;IL;nan
77217,238,county,"Linn County;OR;Albany-Lebanon, OR"
77227,2379,county,Lawrence County;AR;nan
77231,2378,county,"Lawrence County;AL;Decatur, AL"
77239,2377,county,Langlade County;WI;nan
77246,2376,county,"Lampasas County;TX;Killeen-Temple, TX"
77253,2375,county,Lamoille County;VT;nan
77265,2374,county,Lagrange County;IN;nan
77273,2373,county,La Salle County;TX;nan
77287,2372,county,LaSalle Parish;LA;nan
77297,2371,county,"La Salle County;IL;Ottawa, IL"
77311,2370,county,"La Porte County;IN;Michigan City-La Porte, IN"
77312,237,county,Linn County;MO;nan
77324,2369,county,"La Plata County;CO;Durango, CO"
77333,2368,county,"Kootenai County;ID;Coeur d'Alene, ID"
77345,2367,county,"Kittitas County;WA;Ellensburg, WA"
77353,2366,county,"Keweenaw County;MI;Houghton, MI"
77359,2365,county,"Kewaunee County;WI;Green Bay, WI"
77373,2364,county,"Kennebec County;ME;Augusta-Waterville, ME"
77382,2363,county,"Kankakee County;IL;Kankakee, IL"
77387,2362,county,"Kalkaska County;MI;Traverse City, MI"
77402,2361,county,Johnston County;OK;nan
77412,2360,county,"Johnston County;NC;Raleigh-Cary, NC"
77413,236,county,"Linn County;KS;Kansas City, MO-KS"
77426,2359,county,Jim Hogg County;TX;nan
77433,2358,county,"Jennings County;IN;North Vernon, IN"
77441,2357,county,"Itawamba County;MS;Tupelo, MS"
77453,2356,county,"Isabella County;MI;Mount Pleasant, MI"
77462,2355,county,Iroquois County;IL;nan
77476,2354,county,"Imperial County;CA;El Centro, CA"
77483,2353,county,"Humboldt County;NV;Winnemucca, NV"
77497,2352,county,Humboldt County;IA;nan
77506,2351,county,"Humboldt County;CA;Eureka-Arcata, CA"
77514,2350,county,Huerfano County;CO;nan
77515,235,county,"Linn County;IA;Cedar Rapids, IA"
77522,2349,county,"Hudspeth County;TX;El Paso, TX"
77531,2348,county,"Houghton County;MI;Houghton, MI"
77545,2347,county,"Honolulu County;HI;Urban Honolulu, HI"
77555,2346,county,Hodgeman County;KS;nan
77560,2345,county,Hinsdale County;CO;nan
77568,2344,county,Highland County;VA;nan
77579,2343,county,Highland County;OH;nan
77588,2342,county,Hertford County;NC;nan
77595,2341,county,"Hernando County;FL;Tampa-St. Petersburg-Clearwater, FL"
77606,2340,county,"Herkimer County;NY;Utica-Rome, NY"
77607,234,county,"Levy County;FL;Gainesville, FL"
77618,2339,county,"Hennepin County;MN;Minneapolis-St. Paul-Bloomington, MN-WI"
77627,2338,county,Hemphill County;TX;nan
77638,2337,county,"Hartford County;CT;Hartford-East Hartford-Middletown, CT"
77644,2336,county,"Harrison County;WV;Clarksburg, WV"
77652,2335,county,"Harrison County;TX;Longview, TX"
77661,2334,county,Harrison County;OH;nan
77669,2333,county,"Harrison County;MS;Gulfport-Biloxi, MS"
77677,2332,county,Harrison County;MO;nan
77685,2331,county,Harrison County;KY;nan
77694,2330,county,"Harrison County;IN;Louisville/Jefferson County, KY-IN"
77695,233,county,Leon County;TX;nan
77704,2329,county,"Harrison County;IA;Omaha-Council Bluffs, NE-IA"
77714,2328,county,Hardeman County;TX;nan
77723,2327,county,Hardeman County;TN;nan
77733,2326,county,"Haralson County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
77742,2325,county,Hansford County;TX;nan
77749,2324,county,Hamilton County;TX;nan
77755,2323,county,"Hamilton County;TN;Chattanooga, TN-GA"
77766,2322,county,"Hamilton County;OH;Cincinnati, OH-KY-IN"
77776,2321,county,Hamilton County;NY;nan
77784,2320,county,Hamilton County;NE;nan
77785,232,county,"Leon County;FL;Tallahassee, FL"
77792,2319,county,Hamilton County;KS;nan
77802,2318,county,"Hamilton County;IN;Indianapolis-Carmel-Anderson, IN"
77814,2317,county,Hamilton County;IL;nan
77825,2316,county,Hamilton County;IA;nan
77832,2315,county,Hamilton County;FL;nan
77837,2314,county,"Gwinnett County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
77845,2313,county,Gunnison County;CO;nan
77855,2312,county,"Guilford County;NC;Greensboro-High Point, NC"
77863,2311,county,"Guernsey County;OH;Cambridge, OH"
77870,231,county,"Lane County;OR;Eugene-Springfield, OR"
77884,2309,county,Greenlee County;AZ;nan
77893,2308,county,"Grainger County;TN;Morristown, TN"
77899,2307,county,Gonzales County;TX;nan
77907,2306,county,Glascock County;GA;nan
77916,2305,county,Garfield County;WA;nan
77922,2304,county,Garfield County;UT;nan
77928,2303,county,"Garfield County;OK;Enid, OK"
77939,2302,county,Garfield County;NE;nan
77945,2301,county,Garfield County;MT;nan
77955,2300,county,"Garfield County;CO;Glenwood Springs, CO"
77956,230,county,Lane County;KS;nan
77964,2299,county,"Gallatin County;MT;Bozeman, MT"
77974,2298,county,"Gallatin County;KY;Cincinnati, OH-KY-IN"
77980,2297,county,Gallatin County;IL;nan
77988,2296,county,Frontier County;NE;nan
77994,2295,county,"Freeborn County;MN;Albert Lea, MN"
78003,2294,county,"Franklin County;WA;Kennewick-Richland, WA"
78015,2293,county,"Franklin County;VT;Burlington-South Burlington, VT"
78023,2292,county,"Franklin County;VA;Roanoke, VA"
78028,2291,county,Franklin County;TX;nan
78036,2290,county,"Franklin County;TN;Tullahoma-Manchester, TN"
78037,229,county,Lamb County;TX;nan
78046,2289,county,"Franklin County;PA;Chambersburg-Waynesboro, PA"
78057,2288,county,"Franklin County;OH;Columbus, OH"
78061,2287,county,"Franklin County;NY;Malone, NY"
78070,2286,county,Franklin County;NE;nan
78077,2285,county,"Franklin County;NC;Raleigh-Cary, NC"
78087,2284,county,Franklin County;MS;nan
78094,2283,county,"Franklin County;MO;St. Louis, MO-IL"
78103,2282,county,Franklin County;ME;nan
78111,2281,county,"Franklin County;MA;Springfield, MA"
78121,2280,county,Franklin Parish;LA;nan
78122,228,county,Lake County;TN;nan
78127,2279,county,"Franklin County;KY;Frankfort, KY"
78130,2278,county,"Franklin County;KS;Ottawa, KS"
78139,2277,county,"Franklin County;IN;Cincinnati, OH-KY-IN"
78146,2276,county,Franklin County;IL;nan
78153,2275,county,"Franklin County;ID;Logan, UT-ID"
78161,2274,county,Franklin County;IA;nan
78169,2273,county,Franklin County;GA;nan
78180,2272,county,Franklin County;FL;nan
78188,2271,county,"Franklin County;AR;Fort Smith, AR-OK"
78191,2270,county,Franklin County;AL;nan
78192,227,county,Lake County;SD;nan
78201,2269,county,Fountain County;IN;nan
78211,2268,county,"Fluvanna County;VA;Charlottesville, VA"
78220,2267,county,"Florence County;WI;Iron Mountain, MI-WI"
78230,2266,county,"Florence County;SC;Florence, SC"
78242,2265,county,"Flathead County;MT;Kalispell, MT"
78249,2264,county,Fillmore County;NE;nan
78263,2263,county,"Fillmore County;MN;Rochester, MN"
78270,2262,county,Fentress County;TN;nan
78276,2261,county,"Fauquier County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
78281,2260,county,"Faulkner County;AR;Little Rock-North Little Rock-Conway, AR"
78282,226,county,Lake County;OR;nan
78289,2259,county,"Escambia County;FL;Pensacola-Ferry Pass-Brent, FL"
78300,2258,county,"Escambia County;AL;Atmore, AL"
78308,2257,county,"Edmonson County;KY;Bowling Green, KY"
78310,2256,county,Eastland County;TX;nan
78317,2255,county,"Dutchess County;NY;Poughkeepsie-Newburgh-Middletown, NY"
78321,2254,county,Duchesne County;UT;nan
78327,2253,county,"Doniphan County;KS;St. Joseph, MO-KS"
78333,2252,county,"Dona Ana County;NM;Las Cruces, NM"
78344,2251,county,"Delaware County;PA;Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
78353,2250,county,Delaware County;OK;nan
78354,225,county,"Lake County;OH;Cleveland-Elyria, OH"
78359,2249,county,"Delaware County;OH;Columbus, OH"
78367,2248,county,Delaware County;NY;nan
78373,2247,county,"Delaware County;IN;Muncie, IN"
78380,2246,county,Delaware County;IA;nan
78394,2245,county,"Defiance County;OH;Defiance, OH"
78403,2244,county,"Dearborn County;IN;Cincinnati, OH-KY-IN"
78411,2243,county,"Davidson County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
78420,2242,county,"Davidson County;NC;Winston-Salem, NC"
78425,2241,county,"Cuyahoga County;OH;Cleveland-Elyria, OH"
78434,2240,county,"Culpeper County;VA;Washington-Arlington-Alexandria, DC-VA-MD-WV"
78435,224,county,Lake County;MT;nan
78445,2239,county,Crockett County;TX;nan
78451,2238,county,"Crockett County;TN;Jackson, TN"
78461,2237,county,Crenshaw County;AL;nan
78466,2236,county,Crawford County;WI;nan
78467,2235,county,"Crawford County;PA;Meadville, PA"
78476,2234,county,"Crawford County;OH;Bucyrus-Galion, OH"
78483,2233,county,Crawford County;MO;nan
78491,2232,county,Crawford County;MI;nan
78505,2231,county,"Crawford County;KS;Pittsburg, KS"
78509,2230,county,Crawford County;IN;nan
78510,223,county,"Lake County;MN;Duluth, MN-WI"
78519,2229,county,Crawford County;IL;nan
78522,2228,county,Crawford County;IA;nan
78529,2227,county,"Crawford County;GA;Macon-Bibb County, GA"
78534,2226,county,"Crawford County;AR;Fort Smith, AR-OK"
78544,2225,county,Costilla County;CO;nan
78553,2224,county,"Cortland County;NY;Cortland, NY"
78561,2223,county,Converse County;WY;nan
78569,2222,county,Comanche County;TX;nan
78579,2221,county,"Comanche County;OK;Lawton, OK"
78587,2220,county,Comanche County;KS;nan
78588,222,county,Lake County;MI;nan
78593,2219,county,Columbus County;NC;nan
78604,2218,county,"Columbia County;WI;Madison, WI"
78610,2217,county,Columbia County;WA;nan
78619,2216,county,"Columbia County;PA;Bloomsburg-Berwick, PA"
78624,2215,county,"Columbia County;OR;Portland-Vancouver-Hillsboro, OR-WA"
78629,2214,county,"Columbia County;NY;Hudson, NY"
78632,2213,county,"Columbia County;GA;Augusta-Richmond County, GA-SC"
78640,2212,county,"Columbia County;FL;Lake City, FL"
78647,2211,county,"Columbia County;AR;Magnolia, AR"
78653,2210,county,"Colquitt County;GA;Moultrie, GA"
78654,221,county,"Lake County;IN;Chicago-Naperville-Elgin, IL-IN-WI"
78657,2209,county,Colorado County;TX;nan
78663,2208,county,Colleton County;SC;nan
78669,2207,county,"Coconino County;AZ;Flagstaff, AZ"
78679,2206,county,"Clermont County;OH;Cincinnati, OH-KY-IN"
78688,2205,county,Cleburne County;AR;nan
78695,2204,county,Cleburne County;AL;nan
78702,2203,county,Cimarron County;OK;nan
78708,2202,county,Chouteau County;MT;nan
78716,2201,county,"Chippewa County;WI;Eau Claire, WI"
78720,2200,county,Chippewa County;MN;nan
78721,220,county,"Lake County;IL;Chicago-Naperville-Elgin, IL-IN-WI"
78729,2199,county,"Chippewa County;MI;Sault Ste. Marie, MI"
78735,2198,county,Cheyenne County;NE;nan
78742,2197,county,Cheyenne County;KS;nan
78758,2196,county,Cheyenne County;CO;nan
78767,2195,county,"Cheshire County;NH;Keene, NH"
78775,2194,county,"Cherokee County;TX;Jacksonville, TX"
78780,2193,county,"Cherokee County;SC;Gaffney, SC"
78782,2192,county,"Cherokee County;OK;Tahlequah, OK"
78789,2191,county,Cherokee County;NC;nan
78794,2190,county,Cherokee County;KS;nan
78795,219,county,"Lake County;FL;Orlando-Kissimmee-Sanford, FL"
78800,2189,county,Cherokee County;IA;nan
78807,2188,county,"Cherokee County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
78814,2187,county,Cherokee County;AL;nan
78820,2186,county,Chenango County;NY;nan
78824,2185,county,"Cheatham County;TN;Nashville-Davidson--Murfreesboro--Franklin, TN"
78828,2184,county,Charlton County;GA;nan
78835,2183,county,Chariton County;MO;nan
78840,2182,county,"Chambers County;TX;Houston-The Woodlands-Sugar Land, TX"
78845,2181,county,"Chambers County;AL;LaGrange, GA-AL"
78849,2180,county,Cavalier County;ND;nan
78850,218,county,Lake County;CO;nan
78855,2179,county,"Carteret County;NC;Morehead City, NC"
78860,2178,county,Caroline County;VA;nan
78866,2177,county,Caroline County;MD;nan
78878,2175,county,Carlisle County;KY;nan
78887,2174,county,"Cape May County;NJ;Ocean City, NJ"
78900,2173,county,"Canadian County;OK;Oklahoma City, OK"
78912,2172,county,"Campbell County;WY;Gillette, WY"
78926,2171,county,"Campbell County;VA;Lynchburg, VA"
78938,2170,county,"Campbell County;TN;Knoxville, TN"
78939,217,county,"Lake County;CA;Clearlake, CA"
78950,2169,county,Campbell County;SD;nan
78956,2168,county,"Campbell County;KY;Cincinnati, OH-KY-IN"
78962,2167,county,"Calloway County;KY;Murray, KY"
78974,2166,county,"Callaway County;MO;Jefferson City, MO"
78985,2165,county,"Callahan County;TX;Abilene, TX"
78990,2164,county,"Caldwell County;TX;Austin-Round Rock-Georgetown, TX"
79002,2163,county,"Caldwell County;NC;Hickory-Lenoir-Morganton, NC"
79009,2162,county,"Caldwell County;MO;Kansas City, MO-KS"
79016,2161,county,Caldwell Parish;LA;nan
79028,2160,county,Caldwell County;KY;nan
79029,216,county,Knox County;TX;nan
79037,2159,county,"Cabarrus County;NC;Charlotte-Concord-Gastonia, NC-SC"
79057,2158,county,"Burleson County;TX;College Station-Bryan, TX"
79063,2157,county,"Burleigh County;ND;Bismarck, ND"
79070,2156,county,"Buncombe County;NC;Asheville, NC"
79080,2155,county,Buchanan County;VA;nan
79087,2154,county,"Buchanan County;MO;St. Joseph, MO-KS"
79095,2153,county,Buchanan County;IA;nan
79103,2152,county,Brewster County;TX;nan
79109,2151,county,"Brazoria County;TX;Houston-The Woodlands-Sugar Land, TX"
79117,2150,county,"Brantley County;GA;Brunswick, GA"
79118,215,county,"Knox County;TN;Knoxville, TN"
79127,2149,county,"Bradford County;PA;Sayre, PA"
79138,2148,county,Bradford County;FL;nan
79147,2147,county,Boundary County;ID;nan
79158,2146,county,Bleckley County;GA;nan
79173,2144,county,Big Horn County;WY;nan
79184,2143,county,Big Horn County;MT;nan
79196,2142,county,"Berkeley County;WV;Hagerstown-Martinsburg, MD-WV"
79210,2141,county,"Berkeley County;SC;Charleston-North Charleston, SC"
79225,2140,county,"Ben Hill County;GA;Fitzgerald, GA"
79226,214,county,"Knox County;OH;Mount Vernon, OH"
79241,2139,county,"Beltrami County;MN;Bemidji, MN"
79249,2138,county,"Beaufort County;SC;Hilton Head Island-Bluffton, SC"
79255,2137,county,"Beaufort County;NC;Washington, NC"
79264,2136,county,Bayfield County;WI;nan
79271,2135,county,Barnwell County;SC;nan
79282,2134,county,"Auglaize County;OH;Wapakoneta, OH"
79294,2133,county,"Atlantic County;NJ;Atlantic City-Hammonton, NJ"
79304,2132,county,"Atkinson County;GA;Douglas, GA"
79319,2131,county,Atchison County;MO;nan
79332,2130,county,"Atchison County;KS;Atchison, KS"
79333,213,county,Knox County;NE;nan
79341,2129,county,"Atascosa County;TX;San Antonio-New Braunfels, TX"
79351,2128,county,Arkansas County;AR;nan
79360,2127,county,"Arapahoe County;CO;Denver-Aurora-Lakewood, CO"
79371,2126,county,Antelope County;NE;nan
79382,2125,county,"Angelina County;TX;Lufkin, TX"
79391,2124,county,"Anderson County;TX;Palestine, TX"
79399,2123,county,"Anderson County;TN;Knoxville, TN"
79406,2122,county,"Anderson County;SC;Greenville-Anderson, SC"
79413,2121,county,"Anderson County;KY;Frankfort, KY"
79419,2120,county,Anderson County;KS;nan
79420,212,county,Knox County;MO;nan
79429,2119,county,Allegany County;NY;nan
79442,2118,county,"Allegany County;MD;Cumberland, MD-WV"
79451,2117,county,"Alamance County;NC;Burlington, NC"
79478,2114,county,Accomack County;VA;nan
79495,2112,county,"Yavapai County;AZ;Prescott Valley-Prescott, AZ"
79502,2111,county,"Yankton County;SD;Yankton, SD"
79508,2110,county,"Yamhill County;OR;Portland-Vancouver-Hillsboro, OR-WA"
79509,211,county,Knox County;ME;nan
79527,2107,county,Wyoming County;WV;nan
79537,2106,county,"Wyoming County;PA;Scranton--Wilkes-Barre, PA"
79545,2105,county,Wyoming County;NY;nan
79558,2104,county,Wyandot County;OH;nan
79564,2103,county,Woodson County;KS;nan
79575,2102,county,Winston County;MS;nan
79588,2101,county,Winston County;AL;nan
79595,2100,county,Winkler County;TX;nan
79596,210,county,"Knox County;KY;London, KY"
79598,2099,county,"Windsor County;VT;Lebanon, NH-VT"
79601,2098,county,Windham County;VT;nan
79603,2097,county,"Windham County;CT;Worcester, MA-CT"
79607,2096,county,"Willacy County;TX;Raymondville, TX"
79610,2095,county,"Wichita County;TX;Wichita Falls, TX"
79613,2094,county,Wichita County;KS;nan
79618,2093,county,"Whitman County;WA;Pullman, WA"
79619,2092,county,"Whitley County;KY;London, KY"
79626,2091,county,"Whitley County;IN;Fort Wayne, IN"
79630,2090,county,Wheeler County;TX;nan
79631,209,county,"Knox County;IN;Vincennes, IN"
79639,2089,county,Wheeler County;OR;nan
79651,2088,county,Wheeler County;NE;nan
79655,2087,county,Wheeler County;GA;nan
79661,2086,county,"Whatcom County;WA;Bellingham, WA"
79672,2085,county,"Wharton County;TX;El Campo, TX"
79681,2084,county,"Wexford County;MI;Cadillac, MI"
79694,2083,county,Webster County;WV;nan
79704,2082,county,Webster County;NE;nan
79710,2081,county,"Webster County;MS;Starkville, MS"
79719,2080,county,"Webster County;MO;Springfield, MO"
79720,208,county,"Knox County;IL;Galesburg, IL"
79732,2079,county,"Webster Parish;LA;Minden, LA"
79737,2078,county,Webster County;KY;nan
79745,2077,county,"Webster County;IA;Fort Dodge, IA"
79754,2076,county,Webster County;GA;nan
79764,2075,county,"Weakley County;TN;Martin, TN"
79777,2074,county,Waupaca County;WI;nan
79786,2073,county,"Watauga County;NC;Boone, NC"
79799,2072,county,Washita County;OK;nan
79809,2071,county,"Wasatch County;UT;Heber, UT"
79820,2070,county,"Warrick County;IN;Evansville, IN-KY"
79821,207,county,"King County;WA;Seattle-Tacoma-Bellevue, WA"
79836,2069,county,"Wapello County;IA;Ottumwa, IA"
79843,2068,county,Wallowa County;OR;nan
79855,2067,county,Wallace County;KS;nan
79864,2066,county,"Wakulla County;FL;Tallahassee, FL"
79875,2065,county,"Wagoner County;OK;Tulsa, OK"
79881,2064,county,"Wabasha County;MN;Rochester, MN"
79896,2063,county,"Volusia County;FL;Deltona-Daytona Beach-Ormond Beach, FL"
79918,2061,county,"Ventura County;CA;Oxnard-Thousand Oaks-Ventura, CA"
79929,2060,county,"Venango County;PA;Oil City, PA"
79943,2059,county,Tyrrell County;NC;nan
79949,2058,county,Tuscola County;MI;nan
79956,2057,county,Trinity County;TX;nan
79961,2056,county,Trinity County;CA;nan
79973,2055,county,Trimble County;KY;nan
79984,2054,county,"Tolland County;CT;Hartford-East Hartford-Middletown, CT"
79995,2053,county,Tillman County;OK;nan
80006,2052,county,Terrell County;TX;nan
80013,2051,county,"Terrell County;GA;Albany, GA"
80022,2050,county,Telfair County;GA;nan
80023,205,county,"Kerr County;TX;Kerrville, TX"
80033,2049,county,"Tarrant County;TX;Dallas-Fort Worth-Arlington, TX"
80044,2048,county,Swisher County;TX;nan
80051,2047,county,Summers County;WV;nan
80066,2046,county,"Suffolk County;NY;New York-Newark-Jersey City, NY-NJ-PA"
80075,2045,county,"Suffolk County;MA;Boston-Cambridge-Newton, MA-NH"
80082,2044,county,"Stewart County;TN;Clarksville, TN-KY"
80089,2043,county,"Stewart County;GA;Columbus, GA-AL"
80095,2042,county,"Stevens County;WA;Spokane-Spokane Valley, WA"
80106,2041,county,Stevens County;MN;nan
80114,2040,county,Stevens County;KS;nan
80115,204,county,"Kern County;CA;Bakersfield, CA"
80125,2039,county,"Steuben County;NY;Corning, NY"
80130,2038,county,"Steuben County;IN;Angola, IN"
80142,2037,county,"Stearns County;MN;St. Cloud, MN"
80150,2036,county,"Stanton County;NE;Norfolk, NE"
80158,2035,county,Stanton County;KS;nan
80171,2034,county,"Stanley County;SD;Pierre, SD"
80179,2033,county,"Spokane County;WA;Spokane-Spokane Valley, WA"
80186,2032,county,"Spencer County;KY;Louisville/Jefferson County, KY-IN"
80199,2031,county,Spencer County;IN;nan
80209,2030,county,Socorro County;NM;nan
80210,203,county,Kent County;TX;nan
80220,2029,county,"Simpson County;MS;Jackson, MS"
80231,2028,county,Simpson County;KY;nan
80241,2027,county,Sherman County;TX;nan
80256,2026,county,Sherman County;OR;nan
80267,2025,county,Sherman County;NE;nan
80274,2024,county,Sherman County;KS;nan
80282,2023,county,"Shawnee County;KS;Topeka, KS"
80291,2022,county,"Shawano County;WI;Shawano, WI"
80303,2021,county,Sharkey County;MS;nan
80315,202,county,"Kent County;RI;Providence-Warwick, RI-MA"
80322,2019,county,Shannon County;MO;nan
80331,2018,county,Screven County;GA;nan
80340,2017,county,Sargent County;ND;nan
80350,2016,county,Sanpete County;UT;nan
80357,2015,county,Sanilac County;MI;nan
80363,2014,county,Sanders County;MT;nan
80371,2013,county,Sanborn County;SD;nan
80377,2012,county,Sampson County;NC;nan
80394,2010,county,"Saginaw County;MI;Saginaw, MI"
80395,201,county,"Kent County;MI;Grand Rapids-Kentwood, MI"
80404,2009,county,"Rutland County;VT;Rutland, VT"
80409,2008,county,Russell County;VA;nan
80419,2007,county,Russell County;KY;nan
80427,2006,county,Russell County;KS;nan
80440,2005,county,"Russell County;AL;Columbus, GA-AL"
80450,2004,county,Runnels County;TX;nan
80459,2003,county,Rosebud County;MT;nan
80470,2002,county,Rolette County; ND
80480,2001,county,"Robeson County;NC;Lumberton, NC"
80489,2000,county,"Roberts County; TX; Pampa, TX"
80490,200,county,Kent County;MD;nan
80498,1999,county,Roberts County;SD;nan
80508,1998,county,"Roanoke County;VA;Roanoke, VA"
80518,1997,county,Ritchie County;WV;nan
80530,1996,county,Refugio County;TX;nan
80535,1995,county,Redwood County;MN;nan
80547,1994,county,Rawlins County;KS;nan
80557,1993,county,Ravalli County;MT;nan
80568,1992,county,"Rapides Parish;LA;Alexandria, LA"
80571,1991,county,"Randall County;TX;Amarillo, TX"
80584,1990,county,"Raleigh County;WV;Beckley, WV"
80585,199,county,"Kent County;DE;Dover, DE"
80591,1989,county,Quitman County;MS;nan
80599,1988,county,"Quitman County;GA;Eufaula, AL-GA"
80604,1987,county,"Pulaski County;VA;Blacksburg-Christiansburg, VA"
80615,1986,county,"Pulaski County;MO;Fort Leonard Wood, MO"
80621,1985,county,"Pulaski County;KY;Somerset, KY"
80630,1984,county,Pulaski County;IN;nan
80638,1983,county,Pulaski County;IL;nan
80645,1982,county,Pulaski County;GA;nan
80656,1981,county,"Pulaski County;AR;Little Rock-North Little Rock-Conway, AR"
80669,1980,county,Prowers County;CO;nan
80670,198,county,Kane County;UT;nan
80680,1979,county,"Preston County;WV;Morgantown, WV"
80689,1978,county,Prairie County;MT;nan
80696,1977,county,Prairie County;AR;nan
80701,1976,county,"Portage County;WI;Stevens Point, WI"
80708,1975,county,"Portage County;OH;Akron, OH"
80719,1974,county,Pondera County;MT;nan
80725,1973,county,Pickett County;TN;nan
80737,1972,county,"Pickens County;SC;Greenville-Anderson, SC"
80745,1971,county,"Pickens County;GA;Atlanta-Sandy Springs-Alpharetta, GA"
80754,1970,county,"Pickens County;AL;Tuscaloosa, AL"
80755,197,county,"Kane County;IL;Chicago-Naperville-Elgin, IL-IN-WI"
80764,1969,county,Perkins County;SD;nan
80773,1968,county,Perkins County;NE;nan
80781,1967,county,Pembina County;ND;nan
80788,1966,county,"Payette County;ID;Ontario, OR-ID"
80802,1965,county,Patrick County;VA;nan
80808,1964,county,"Passaic County;NJ;New York-Newark-Jersey City, NY-NJ-PA"
80817,1963,county,"Pamlico County;NC;New Bern, NC"
80825,1962,county,Pacific County;WA;nan
80836,1961,county,"Ozaukee County;WI;Milwaukee-Waukesha, WI"
80845,1960,county,"Overton County;TN;Cookeville, TN"
80846,196,county,"Juab County;UT;Provo-Orem, UT"
80853,1959,county,Osceola County;MI;nan
80859,1958,county,Osceola County;IA;nan
80866,1957,county,"Osceola County;FL;Orlando-Kissimmee-Sanford, FL"
80877,1956,county,Osborne County;KS;nan
80882,1955,county,Orleans County;VT;nan
80886,1954,county,"Orleans County;NY;Rochester, NY"
80895,1953,county,"Orleans Parish;LA;New Orleans-Metairie, LA"
80905,1952,county,"Ontario County;NY;Rochester, NY"
80916,1951,county,"Olmsted County;MN;Rochester, MN"
80929,1950,county,"Oakland County;MI;Detroit-Warren-Dearborn, MI"
80930,195,county,Jack County;TX;nan
80936,1949,county,Noxubee County;MS;nan
80946,1948,county,"Norfolk County;MA;Boston-Cambridge-Newton, MA-NH"
